2400,Callisto/Artio,Obtain Voidwaker Hilt
2400,Callisto/Artio,Obtain Voidwaker Hilt
1000,Callisto/Artio,Obtain a Dragon Pickaxe and Dragon 2h Sword
1000,Callisto/Artio,Obtain a Dragon Pickaxe and Dragon 2h Sword
1000,Callisto/Artio,Obtain a Dragon Pickaxe and Dragon 2h Sword
1000,Callisto/Artio,Obtain a Dragon Pickaxe and Dragon 2h Sword
1000,Callisto/Artio,Obtain a Dragon Pickaxe and Dragon 2h Sword
1000,Callisto/Artio,Obtain 5 collection log slots from Callisto (dupes count)
1000,Callisto/Artio,Obtain 5 collection log slots from Callisto (dupes count)
1000,Callisto/Artio,Obtain 5 collection log slots from Callisto (dupes count)
1000,Callisto/Artio,Obtain 5 collection log slots from Callisto (dupes count)
1000,Callisto/Artio,Obtain 5 collection log slots from Callisto (dupes count)
1000,Callisto/Artio,Obtain 5 collection log slots from Callisto (dupes count)
900,Callisto/Artio,Obtain a Dragon Pickaxe
900,Callisto/Artio,Obtain a Dragon Pickaxe
900,Callisto/Artio,Obtain a Dragon Pickaxe
900,Callisto/Artio,Obtain a Dragon Pickaxe
900,Callisto/Artio,Obtain a Dragon Pickaxe
900,Callisto/Artio,Obtain a Dragon Pickaxe
1900,Callisto/Artio,Obtain a Tyrannical Ring
1900,Callisto/Artio,Obtain a Tyrannical Ring
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
250,Cerberus,Obtain any Crystal or a Smouldering Stone
1300,Cerberus,Obtain Every Crystal (Smouldering Stone can count for 1 of them)
1300,Cerberus,Obtain Every Crystal (Smouldering Stone can count for 1 of them)
1300,Cerberus,Obtain Every Crystal (Smouldering Stone can count for 1 of them)
1300,Cerberus,Obtain Every Crystal (Smouldering Stone can count for 1 of them)
650,Cerberus,Obtain 3 different collection log slots (tele scroll counts)
650,Cerberus,Obtain 3 different collection log slots (tele scroll counts)
650,Cerberus,Obtain 3 different collection log slots (tele scroll counts)
650,Cerberus,Obtain 3 different collection log slots (tele scroll counts)
650,Cerberus,Obtain 3 different collection log slots (tele scroll counts)
250,Cerberus,Obtain 2 different collection log slots (tele scroll counts)
250,Cerberus,Obtain 2 different collection log slots (tele scroll counts)
250,Cerberus,Obtain 2 different collection log slots (tele scroll counts)
250,Cerberus,Obtain 2 different collection log slots (tele scroll counts)
250,Cerberus,Obtain 2 different collection log slots (tele scroll counts)
250,Cerberus,Obtain 2 different collection log slots (tele scroll counts)
2530,Cerberus,Obtain 2 of one Crystal (Smouldering Stone does not count)
2530,Cerberus,Obtain 2 of one Crystal (Smouldering Stone does not count)
2530,Cerberus,Obtain 2 of one Crystal (Smouldering Stone does not count)
2530,Cerberus,Obtain 2 of one Crystal (Smouldering Stone does not count)
2300,Commander Zilyana,Obtain a Hilt or Crossbow
2300,Commander Zilyana,Obtain a Hilt or Crossbow
3500,Commander Zilyana,Create the SGS from scratch (can get shards from any GWD Boss)
3500,Commander Zilyana,Create the SGS from scratch (can get shards from any GWD Boss)
777,Commander Zilyana,Obtain a Saradomin Sword or Saradomin's Light
777,Commander Zilyana,Obtain a Saradomin Sword or Saradomin's Light
777,Commander Zilyana,Obtain a Saradomin Sword or Saradomin's Light
230,Commander Zilyana,Obtain 1 collection log slot
230,Commander Zilyana,Obtain 1 collection log slot
230,Commander Zilyana,Obtain 1 collection log slot
230,Commander Zilyana,Obtain 1 collection log slot
230,Commander Zilyana,Obtain 1 collection log slot
230,Commander Zilyana,Obtain 1 collection log slot
460,Commander Zilyana,Obtain 2 collection log slots (dupes count)(shards must be from boss)
460,Commander Zilyana,Obtain 2 collection log slots (dupes count)(shards must be from boss)
460,Commander Zilyana,Obtain 2 collection log slots (dupes count)(shards must be from boss)
693,Commander Zilyana,Obtain 3 collection log slots (dupes count)(shards must be from boss)
693,Commander Zilyana,Obtain 3 collection log slots (dupes count)(shards must be from boss)
693,Commander Zilyana,Obtain 3 collection log slots (dupes count)(shards must be from boss)
693,Commander Zilyana,Obtain 3 collection log slots (dupes count)(shards must be from boss)
930,Commander Zilyana,Obtain 4 collection log slots (dupes count)(shards must be from boss)
930,Commander Zilyana,Obtain 4 collection log slots (dupes count)(shards must be from boss)
8000,Coporeal Beast,Obtain any Sigil
8300,Coporeal Beast,Create any Sigil from scratch
1800,Coporeal Beast,Obtain a Spirit Shield or Holy Elixir
1800,Coporeal Beast,Obtain a Spirit Shield or Holy Elixir
450,Coporeal Beast,Obtain Onyx Bolts
450,Coporeal Beast,Obtain Onyx Bolts
450,Coporeal Beast,Obtain Onyx Bolts
450,Coporeal Beast,Obtain Onyx Bolts
630,Coporeal Beast,Obtain 1 collection log slot
630,Coporeal Beast,Obtain 1 collection log slot
1250,Coporeal Beast,Obtain 2 collection log slots (dupes count)
1870,Coporeal Beast,Obtain 3 collection log slots (dupes count)
1870,Coporeal Beast,Obtain 3 collection log slots (dupes count)
1870,Coporeal Beast,Obtain 3 collection log slots (dupes count)
6969,COX,Obtain a Twisted Kit or Metamorphic Dust
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
1111,COX,Obtain a purple from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
3400,COX,Obtain 3 purples from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2000,COX,Obtain 1 scroll from COX
2500,COX,Obtain any purple other than a scroll
2500,COX,Obtain any purple other than a scroll
2500,COX,Obtain any purple other than a scroll
2500,COX,Obtain any purple other than a scroll
2500,COX,Obtain any purple other than a scroll
2500,COX,Obtain any purple other than a scroll
2500,COX,Obtain any purple other than a scroll
8550,COX,Obtain a piece of Ancestral Armor
8550,COX,Obtain a piece of Ancestral Armor
8550,COX,Obtain a piece of Ancestral Armor
8550,COX,Obtain a piece of Ancestral Armor
8550,COX,Obtain a piece of Ancestral Armor
13450,COX,Obtain a megarare or 10 purples
13450,COX,Obtain a megarare or 10 purples
13450,COX,Obtain a megarare or 10 purples
13450,COX,Obtain a megarare or 10 purples
100,COX,Complete a trio in less than 16:00
180,COX,Complete a trio in less than 14:00
180,COX,Complete a trio in less than 14:00
180,COX,Complete a trio in less than 14:00
275,COX,Complete a trio in less than 13:00
175,COX,Complete a 5-scale in less than 13:30
175,COX,Complete a 5-scale in less than 13:30
250,COX,Complete a 5-scale in less than 12:30
250,COX,Complete a 5-scale in less than 12:30
550,COX,Complete a 5-scale in less than 11:00
130,COX,Complete a trio CM in less than 30:00
130,COX,Complete a trio CM in less than 30:00
130,COX,Complete a trio CM in less than 30:00
180,COX,Complete a trio CM in less than 27:00
180,COX,Complete a trio CM in less than 27:00
300,COX,Complete a trio CM in less than 24:00
500,COX,Complete a 5-scale CM in less than 22:00
350,COX,Complete a 5-scale CM in less than 24:00
350,COX,Complete a 5-scale CM in less than 24:00
180,COX,Complete a 5-scale CM in less than 26:00
5555,COX,Obtain 5 purples from COX
5555,COX,Obtain 5 purples from COX
5555,COX,Obtain 5 purples from COX
5555,COX,Obtain 5 purples from COX
5555,COX,Obtain 5 purples from COX
5555,COX,Obtain 5 purples from COX
5555,COX,Obtain 5 purples from COX
2775,COX,Obtain 1 prayer scoll and 1 non-prayer scroll item
2775,COX,Obtain 1 prayer scoll and 1 non-prayer scroll item
2775,COX,Obtain 1 prayer scoll and 1 non-prayer scroll item
2775,COX,Obtain 1 prayer scoll and 1 non-prayer scroll item
2775,COX,Obtain 1 prayer scoll and 1 non-prayer scroll item
2775,COX,Obtain 1 prayer scoll and 1 non-prayer scroll item
2775,COX,Obtain 1 prayer scoll and 1 non-prayer scroll item
2775,COX,Obtain 1 prayer scoll and 1 non-prayer scroll item
13450,COX,Obtain a megarare or 10 purples
13450,COX,Obtain a megarare or 10 purples
200,Dagannoth Kings,"Obtain a Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
200,Dagannoth Kings,"Obtain a Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
200,Dagannoth Kings,"Obtain a Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
200,Dagannoth Kings,"Obtain a Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
200,Dagannoth Kings,"Obtain a Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
200,Dagannoth Kings,"Obtain a Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
50,Dagannoth Kings,"Obtain only 1 of the following: Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
50,Dagannoth Kings,"Obtain only 1 of the following: Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
50,Dagannoth Kings,"Obtain only 1 of the following: Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
135,Dagannoth Kings,"Obtain 2 of the following: Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
135,Dagannoth Kings,"Obtain 2 of the following: Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
135,Dagannoth Kings,"Obtain 2 of the following: Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
135,Dagannoth Kings,"Obtain 2 of the following: Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
135,Dagannoth Kings,"Obtain 2 of the following: Berserker Ring, Warrior Ring, Seers Ring, and Archers Ring"
170,Dagannoth Kings,Obtain a Berserker Ring
170,Dagannoth Kings,Obtain a Berserker Ring
170,Dagannoth Kings,Obtain a Berserker Ring
170,Dagannoth Kings,Obtain a Berserker Ring
170,Dagannoth Kings,Obtain a Berserker Ring
3100,Doom,Obtain a Mokhaiotl Cloth
3100,Doom,Obtain a Mokhaiotl Cloth
3100,Doom,Obtain a Mokhaiotl Cloth
3100,Doom,Obtain a Mokhaiotl Cloth
3280,Doom,Obtain a Eye of Ayak
3280,Doom,Obtain a Eye of Ayak
3280,Doom,Obtain a Eye of Ayak
3550,Doom,Obtain Avernic Treads
3550,Doom,Obtain Avernic Treads
3550,Doom,Obtain Avernic Treads
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
1111,Doom,See a Glow Hole
525,Doom,1 person completes the CA: Perfect Doom
415,Doom,2 people complete delve 15
415,Doom,2 people complete delve 15
600,Doom,1 person completes delve 25
319,Doom,3 people complete the CA: The Praying Mantis
319,Doom,3 people complete the CA: The Praying Mantis
475,Doom,1 person completes the CA: Duel of Mokhaiotl
475,Doom,1 person completes the CA: Duel of Mokhaiotl
1050,Doom,2 people complete the CA: Duel of Mokhaiotl
205,Doom,2 people complete the CA: The Praying Mantis
7450,Doom,"Obtain a Mokhaiotl Cloth, Eye of Ayak, and Avernic Treads"
7450,Doom,"Obtain a Mokhaiotl Cloth, Eye of Ayak, and Avernic Treads"
4300,DT2,Obtain all four quartz from DT2 bosses
4300,DT2,Obtain all four quartz from DT2 bosses
4300,DT2,Obtain all four quartz from DT2 bosses
4300,DT2,Obtain all four quartz from DT2 bosses
4300,DT2,Obtain all four quartz from DT2 bosses
4300,DT2,Obtain all four quartz from DT2 bosses
4300,DT2,Obtain all four quartz from DT2 bosses
4300,DT2,Obtain all four quartz from DT2 bosses
1200,DT2,Create a Ice Ancient Sceptre from scratch
1200,DT2,Create a Ice Ancient Sceptre from scratch
1200,DT2,Create a Ice Ancient Sceptre from scratch
1200,DT2,Create a Ice Ancient Sceptre from scratch
1400,DT2,Create a Shadow Ancient Sceptre from scratch
1400,DT2,Create a Shadow Ancient Sceptre from scratch
1400,DT2,Create a Shadow Ancient Sceptre from scratch
1400,DT2,Create a Shadow Ancient Sceptre from scratch
1400,DT2,Create a Shadow Ancient Sceptre from scratch
1200,DT2,Create a Smoke Ancient Sceptre from scratch
1200,DT2,Create a Smoke Ancient Sceptre from scratch
1200,DT2,Create a Smoke Ancient Sceptre from scratch
1200,DT2,Create a Smoke Ancient Sceptre from scratch
1200,DT2,Create a Smoke Ancient Sceptre from scratch
1200,DT2,Create a Smoke Ancient Sceptre from scratch
930,DT2,Create a Blood Ancient Sceptre from scratch
930,DT2,Create a Blood Ancient Sceptre from scratch
930,DT2,Create a Blood Ancient Sceptre from scratch
930,DT2,Create a Blood Ancient Sceptre from scratch
930,DT2,Create a Blood Ancient Sceptre from scratch
930,DT2,Create a Blood Ancient Sceptre from scratch
930,DT2,Create a Blood Ancient Sceptre from scratch
930,DT2,Create a Blood Ancient Sceptre from scratch
100,DT2,Defeat 2 Awakened bosses (1 person per boss)
100,DT2,Defeat 2 Awakened bosses (1 person per boss)
100,DT2,Defeat 2 Awakened bosses (1 person per boss)
100,DT2,Defeat 2 Awakened bosses (1 person per boss)
100,DT2,Defeat 2 Awakened bosses (1 person per boss)
3000,DT2,Obtain a piece of Virtus
3000,DT2,Obtain a piece of Virtus
3000,DT2,Obtain a piece of Virtus
3000,DT2,Obtain a piece of Virtus
3000,DT2,Obtain a piece of Virtus
3000,DT2,Obtain a piece of Virtus
4375,DT2,Obtain 3 Chromium Ingots
4375,DT2,Obtain 3 Chromium Ingots
4375,DT2,Obtain 3 Chromium Ingots
4375,DT2,Obtain 3 Chromium Ingots
4375,DT2,Obtain 3 Chromium Ingots
4375,DT2,Obtain 3 Chromium Ingots
1450,DT2,Obtain a Chromium Ingot
1450,DT2,Obtain a Chromium Ingot
1450,DT2,Obtain a Chromium Ingot
1450,DT2,Obtain a Chromium Ingot
1450,DT2,Obtain a Chromium Ingot
1450,DT2,Obtain a Chromium Ingot
1450,DT2,Obtain a Chromium Ingot
1450,DT2,Obtain a Chromium Ingot
4500,DT2,Create any ring from scratch
4500,DT2,Create any ring from scratch
4500,DT2,Create any ring from scratch
4500,DT2,Create any ring from scratch
4500,DT2,Create any ring from scratch
4500,DT2,Create any ring from scratch
4500,DT2,Create any ring from scratch
4500,DT2,Create any ring from scratch
4500,DT2,Create any ring from scratch
1600,DT2,Obtain 5 Awakener's Orbs
1600,DT2,Obtain 5 Awakener's Orbs
967,DT2,Obtain 3 Awakener's Orbs
967,DT2,Obtain 3 Awakener's Orbs
967,DT2,Obtain 3 Awakener's Orbs
4400,DT2,Obtain 1 Soulreaper Axe piece
4400,DT2,Obtain 1 Soulreaper Axe piece
4400,DT2,Obtain 1 Soulreaper Axe piece
4400,DT2,Obtain 1 Soulreaper Axe piece
14600,DT2,Complete a Soulreaper Axe
250,Fortis Colosseum,Complete the Fortis Colosseum 5 times
250,Fortis Colosseum,Complete the Fortis Colosseum 5 times
250,Fortis Colosseum,Complete the Fortis Colosseum 5 times
425,Fortis Colosseum,3 unique people complete the Colosseum with three different modifiers at tier 3 upon completion 3 times
425,Fortis Colosseum,3 unique people complete the Colosseum with three different modifiers at tier 3 upon completion 3 times
425,Fortis Colosseum,3 unique people complete the Colosseum with three different modifiers at tier 3 upon completion 3 times
425,Fortis Colosseum,3 unique people complete the Colosseum with three different modifiers at tier 3 upon completion 3 times
425,Fortis Colosseum,3 unique people complete the Colosseum with three different modifiers at tier 3 upon completion 3 times
425,Fortis Colosseum,3 unique people complete the Colosseum with three different modifiers at tier 3 upon completion 3 times
150,Fortis Colosseum,Beat the Fortis Colosseum 3 times
150,Fortis Colosseum,Beat the Fortis Colosseum 3 times
150,Fortis Colosseum,Beat the Fortis Colosseum 3 times
275,Fortis Colosseum,"Complete the CA ""Slow Dancing in the Sand"""
275,Fortis Colosseum,"Complete the CA ""Slow Dancing in the Sand"""
275,Fortis Colosseum,"Complete the CA ""Slow Dancing in the Sand"""
275,Fortis Colosseum,"Complete the CA ""I Brought Mine Too"""
275,Fortis Colosseum,"Complete the CA ""I Brought Mine Too"""
275,Fortis Colosseum,"Complete the CA ""I Brought Mine Too"""
275,Fortis Colosseum,"Complete the CA ""I Brought Mine Too"""
125,Fortis Colosseum,Have a team member without a Fortis Colosseum KC kill a minotaur (beat wave 7)
125,Fortis Colosseum,Have a team member without a Fortis Colosseum KC kill a minotaur (beat wave 7)
125,Fortis Colosseum,Have a team member without a Fortis Colosseum KC kill a minotaur (beat wave 7)
125,Fortis Colosseum,Have a team member without a Fortis Colosseum KC kill a minotaur (beat wave 7)
125,Fortis Colosseum,Have a team member without a Fortis Colosseum KC kill a minotaur (beat wave 7)
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
715,Fortis Colosseum,Obtain a piece of sunfire armor
1450,Fortis Colosseum,Obtain 2 pieces of sunfire armor (dupes count)
1450,Fortis Colosseum,Obtain 2 pieces of sunfire armor (dupes count)
1450,Fortis Colosseum,Obtain 2 pieces of sunfire armor (dupes count)
1450,Fortis Colosseum,Obtain 2 pieces of sunfire armor (dupes count)
1450,Fortis Colosseum,Obtain 2 pieces of sunfire armor (dupes count)
1450,Fortis Colosseum,Obtain 2 pieces of sunfire armor (dupes count)
140,Fortis Colosseum,2 unique people complete the Fortis Colosseum in less than 30 minutes
140,Fortis Colosseum,2 unique people complete the Fortis Colosseum in less than 30 minutes
225,Fortis Colosseum,2 unique people complete the Fortis Colosseum in less than 26 minutes
225,Fortis Colosseum,2 unique people complete the Fortis Colosseum in less than 26 minutes
225,Fortis Colosseum,2 unique people complete the Fortis Colosseum in less than 26 minutes
400,Fortis Colosseum,2 unique people complete Fortis Colosseum in less than 23 minutes
400,Fortis Colosseum,2 unique people complete Fortis Colosseum in less than 23 minutes
400,Fortis Colosseum,2 unique people complete Fortis Colosseum in less than 23 minutes
300,Fortis Colosseum,Complete the Fortis Colosseum in less than 22 minutes
300,Fortis Colosseum,Complete the Fortis Colosseum in less than 22 minutes
380,Fortis Colosseum,Complete the Fortis Colosseum in less than 21 minutes
380,Fortis Colosseum,Complete the Fortis Colosseum in less than 21 minutes
5600,Fortis Colosseum,Obtain a Ralos
5600,Fortis Colosseum,Obtain a Ralos
450,General Graardor,Obtain any piece of Bandos Armor
450,General Graardor,Obtain any piece of Bandos Armor
450,General Graardor,Obtain any piece of Bandos Armor
1700,General Graardor,Obtain a full set of Bandos Armor
2250,General Graardor,Create the BGS from scratch (can get shards from any GWD Boss/Minion)
2250,General Graardor,Create the BGS from scratch (can get shards from any GWD Boss/Minion)
2250,General Graardor,Create the BGS from scratch (can get shards from any GWD Boss/Minion)
275,General Graardor,Obtain 1 collection log slot
275,General Graardor,Obtain 1 collection log slot
275,General Graardor,Obtain 1 collection log slot
275,General Graardor,Obtain 1 collection log slot
275,General Graardor,Obtain 1 collection log slot
275,General Graardor,Obtain 1 collection log slot
275,General Graardor,Obtain 1 collection log slot
275,General Graardor,Obtain 1 collection log slot
275,General Graardor,Obtain 1 collection log slot
575,General Graardor,Obtain 2 collection log slots (dupes count)(shards must be from boss)
575,General Graardor,Obtain 2 collection log slots (dupes count)(shards must be from boss)
575,General Graardor,Obtain 2 collection log slots (dupes count)(shards must be from boss)
575,General Graardor,Obtain 2 collection log slots (dupes count)(shards must be from boss)
575,General Graardor,Obtain 2 collection log slots (dupes count)(shards must be from boss)
575,General Graardor,Obtain 2 collection log slots (dupes count)(shards must be from boss)
860,General Graardor,Obtain 3 collection log slots (dupes count)(shards must be from boss)
860,General Graardor,Obtain 3 collection log slots (dupes count)(shards must be from boss)
860,General Graardor,Obtain 3 collection log slots (dupes count)(shards must be from boss)
860,General Graardor,Obtain 3 collection log slots (dupes count)(shards must be from boss)
1200,General Graardor,Obtain 4 collection log slots (dupes count)(shards must be from boss)
1200,General Graardor,Obtain 4 collection log slots (dupes count)(shards must be from boss)
300,General Graardor,3 different people complete the CA: Ourg Killer
300,General Graardor,3 different people complete the CA: Ourg Killer
300,General Graardor,3 different people complete the CA: Ourg Killer
300,General Graardor,3 different people complete the CA: Ourg Killer
300,General Graardor,3 different people complete the CA: Ourg Killer
300,General Graardor,3 different people complete the CA: Ourg Killer
300,General Graardor,3 different people complete the CA: Ourg Killer
2000,Grotesque Guardians,Obtain a Black Tourmaline Core
2000,Grotesque Guardians,Obtain a Black Tourmaline Core
500,Grotesque Guardians,Obtain a Granite Ring or Granite Gloves
